address,price,num_of_bed,num_of_bath,num_of_parking,tax_2021,actual_size,exposure,maintenance_fees,possession,age_of_building,outdoor_space,locker,heating_type,parking_type,property_type,location_area,ensuite_laundry,corp_num,size_range,amenity_lst
3402 - 7 Grenville St,"$508,000",Studio,1,0,"1,754",0,W,$243.33,Tba,1 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2736,0-46 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Sauna', 'Security System', 'Meeting Room', 'Party Room', 'Visitor Parking', 'Security Guard']"
2106 - 955 Bay St,"$537,000",Studio,1,0,"2,783",339,S,$234.96,Immediately,1 years old,None,None,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2751,0-46 sqm,"['Gym', 'Pets', 'Concierge', 'Party Room', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Outdoor Pool']"
1710 - 65 St Mary St,"$533,000",Studio,1,0,"1,656",325,E,$225.77,2021 Aug 1,5 years old,Open Balcony,None,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2525,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Security System', 'Visitor Parking', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Meeting Room']"
609 - 57 St Joseph St,"$543,000",Studio,1,0,"2,220",0,S,$243.39,Tbd,4 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2538,0-46 sqm,"['Concierge', 'Outdoor Pool', 'Rec Room', 'Rooftop Deck', 'Visitor Parking', 'Party Room', 'Media Room', 'Security Guard', 'Security System', 'Yoga Studio', 'FibreStream Internet', 'Guest Suites', 'Gym', 'Meeting Room']"
2506 - 955 Bay St,"$510,000",Studio,1,0,"1,623",0,S,$234.96,Immediate/Tbd,1 years old,None,None,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2751,0-46 sqm,"['Concierge', 'Gym', 'Rooftop Deck', 'Security System', 'Visitor Parking', 'Pets', 'Party Room', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Outdoor Pool']"
1210 - 65 St Mary St,"$516,000",Studio,1,0,"1,774",null,E,$222.55,Tba,5 years old,Open Balcony,NA,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2525,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Meeting Room', 'Visitor Parking']"
5210 - 11 Wellesley St W,"$562,500",Studio,1,0,"2,929",0,N,$254.23,2021-06-30 00:,0 years old,Open Balcony,None,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2845,0-46 sqm,"['Concierge', 'BBQ Permitted', 'Jacuzzi', 'Outdoor Patio', 'Sauna', 'Spa', 'Yoga Studio', 'Indoor Pool']"
PH05 - 1080 Bay St,"$582,000",Studio,1,1,"2,081",0,W,$273.20,Imm,5 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2525,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Sauna', 'Visitor Parking', 'Outdoor Patio', 'Rec Room', 'Meeting Room', 'Rooftop Deck']"
1104 - 57 St. Joseph St,"$480,000",Studio,1,0,"1,589",321,E,$207.23,Immediate,4 years old,Open Balcony,None,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2538,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Media Room', 'Meeting Room', 'Rec Room', 'Security Guard', 'Security System', 'Yoga Studio', 'FibreStream Internet', 'Outdoor Pool']"
#1403 - 75 St Nicholas St,"$537,800",Studio,1,0,"1,931",401,S,$316.45,Immediately,6 years old,Open Balcony,None,Heat Pump,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2444,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Elevator', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room']"
912 - 7 Grenville St,"$490,000",Studio,1,0,"1,655",393,W,$272.44,Immediately,1 years old,Juliet Balcony,None,Fan Coil,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2736,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Sauna', 'Security Guard', 'Indoor Pool']"
#1903 - 75 St Nicholas St,"$538,000",Studio,1,0,"1,931",0,S,$316.45,Immediately,6 years old,Open Balcony,Owned,Heat Pump,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2444,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Security Guard', 'Visitor Parking', 'Elevator', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Rec Room', 'Security System', 'FibreStream Internet', 'Games Room']"
1205 - 57 St Joseph St,"$599,600",Studio,1,0,"2,141",0,E,$303.57,Tba,4 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2538,0-46 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Media Room', 'Rec Room', 'Security Guard', 'Security System', 'Yoga Studio', 'FibreStream Internet', 'Guest Suites', 'Meeting Room']"
2502 - 7 Grenville St,"$470,000",Studio,1,0,"1,736",0,W,$245.73,Tenant,1 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2736,0-46 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Sauna', 'Security System', 'Meeting Room', 'Party Room', 'Visitor Parking', 'Security Guard']"
1517 - 711 Bay St,"$460,000",Studio,1,0,"1,685",500,W,$403.16,Immediate/Tba,30 years old,None,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,MTCC-401,46-56 sqm,"['Gym', 'Indoor Pool', 'Party Room', 'Rooftop Deck', 'Security Guard', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security System', 'Concierge', 'Meeting Room', 'Rec Room']"
1001 - 75 St Nicholas St,"$520,000",Studio,1,0,"2,039",0,E,$315.33,Tba,6 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2444,0-46 sqm,"['Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Elevator', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room', 'Gym']"
811 - 7 Grenville St,"$460,000",Studio,1,0,"1,655",0,E,$272.44,Immidetaly,1 years old,Open Balcony,None,Forced Air,NA,Comm Element Condo,Bay St. Corridor,Yes,TSCC-2736,0-46 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Sauna', 'Visitor Parking', 'Meeting Room', 'Party Room', 'Security Guard']"
2211 - 955 Bay St,"$533,000",Studio,1,0,NA,0,W,$289.87,Or Thereafter,1 years old,Open Balcony,Owned,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2751,0-46 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Pets', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio']"
1311 - 955 Bay St,"$492,000",Studio,1,0,1,0,W,$262.15,Tbd,1 years old,Open Balcony,None,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2751,0-46 sqm,"['Pets', 'Concierge', 'Party Room', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Outdoor Pool', 'Gym', 'Rooftop Deck', 'Visitor Parking']"
PH4 - 57 St Joseph St,"$590,800",Studio,1,0,"2,219",0,S,$271.94,Tba,4 years old,Open Balcony,Owned,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2538,0-46 sqm,"['BBQ Permitted', 'Concierge', 'Guest Suites', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Media Room', 'Rec Room', 'Security Guard', 'Security System', 'Yoga Studio', 'FibreStream Internet', 'Meeting Room']"
626 - 955 Bay St N,"$460,000",Studio,1,0,NA,319,N,$232.00,Tbd,1 years old,None,None,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2751,0-46 sqm,"['Gym', 'Pets', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Outdoor Pool']"
2011 - 955 Bay St,"$525,000",Studio,1,0,NA,382,W,$289.87,Or Thereafter,1 years old,Open Balcony,Owned,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2751,0-46 sqm,"['Gym', 'Pets', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Outdoor Pool']"
1104 - 909 Bay St,"$538,898",Studio,1,1,"1,919",507,W,$417.19,30/Tba,19 years old,None,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-1424,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet']"
5205 - 1080 Bay St,"$513,500",Studio,1,0,"1,735",0,W,$211.85,Tba,4 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2525,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Outdoor Patio', 'Rec Room', 'Sauna']"
302 - 75 St Nicholas St,"$462,500",Studio,1,0,"2,015",426,E,$310.94,30 /Tba,-,Open Balcony,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2444,0-46 sqm,"['Gym', 'Rooftop Deck', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Security Guard']"
426 - 5 Saint Joseph St,"$552,000",Studio,1,0,"2,501",621,E,$445.85,Immediate,4 years old,Enclosed Balcony,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2516,56-65 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room']"
704 - 15 Grenville St,"$408,000",Studio,1,0,"1,590",277,W,$211.00,Dec 1/Tba,4 years old,None,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2532,0-46 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Media Room', 'Party Room', 'Rooftop Deck', 'BBQ Permitted', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Games Room', 'Meeting Room', 'Visitor Parking']"
5304 - 1080 Bay St,"$631,000",Studio,1,0,"2,224",0,W,$288.39,Flexible,0-5 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2525,0-46 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Security Guard']"
3010 - 955 Bay St,"$488,000",Studio,1,0,NA,0,W,$263.00,2021-03-19 00:,1 years old,Open Balcony,None,Heat Pump,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2751,0-46 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Pets', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio']"
805 - 38 Grenville St,"$428,000",Studio,1,0,"1,980",425,S,$285.00,Immediately,11 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2037,0-46 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Indoor Pool', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Rec Room']"
2606 - 15 Grenville St,"$436,000",Studio,1,0,"1,673",352,N,$262.29,Immediate,4 years old,Open Balcony,Owned,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2532,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'BBQ Permitted', 'Guest Suites', 'Media Room', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Games Room', 'Meeting Room', 'Visitor Parking']"
1518 - 955 Bay St,"$480,000",Studio,1,0,NA,0,E,$285.75,Tbd,0 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2751,0-46 sqm,"['Pets', 'Concierge', 'Party Room', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Outdoor Pool', 'Gym']"
1508 - 7 Grenville St,"$420,000",Studio,1,0,"1,652",368,E,$257.63,Jan 5/Tba,1 years old,Juliet Balcony,None,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2736,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Security Guard', 'Indoor Pool']"
3608 - 7 Grenville St,"$435,000",Studio,1,0,"1,808",0,E,$271.62,Immed / Tba,1 years old,Juliet Balcony,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2736,0-46 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rec Room', 'Meeting Room', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Security Guard']"
309 - 11 St Joseph St,"$640,000",1,1,0,"2,357",616,N,$465.33,2021-12-15 00:,15 years old,None,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-1781,56-65 sqm,"['Concierge', 'Games Room', 'Gym', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Public Transit', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security System', 'Rec Room']"
306 - 736 Bay St,"$560,000",1,1,1,"2,039",541,W,$649.82,Vacant,26 years old,Terrace,NA,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,MTCC-1085,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Library', 'Indoor Pool']"
#604 - 955 Bay St,"$675,000",1,1,0,"2,368",513,N,$355.56,Immediately,1 years old,Open Balcony,None,Heat Pump,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2751,46-56 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Pets', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Enter Phone System']"
1103 - 633 Bay St,"$620,000",1,1,0,"2,438",848,N,$673.03,30,34 years old,None,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,MTCC-723,74-84 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool']"
5406 - 386 Yonge St,"$645,000",1,1,0,"2,475",516,E,$354.98,Immediate,6 years old,None,None,Forced Air,NA,Condo Apt,Bay St. Corridor,Yes,TSCC-2421,46-56 sqm,"['Beanfield Fibre Available', 'Concierge', 'Guest Suites', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Visitor Lounge', 'FibreStream Internet', 'Bike Storage', 'Games Room', 'Gym']"
2305 - 909 Bay St,"$705,000",1,1,1,"2,213",582,SW,$487.33,60/90 Days,19 years old,Terrace,Owned,Fan Coil,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-1424,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet']"
2009 - 770 Bay St,"$620,000",1,1,0,"2,469",535,S,$385.73,Immediate,10 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2149,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Yoga Studio', 'Indoor Pool']"
2910 - 7 Grenville St,"$760,000",1,1,0,"2,462",0,SE,$384.03,30D/60D/Tbd,2 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2736,46-56 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Rooftop Deck', 'Security Guard']"
2508 - 1080 Bay St,"$890,000",1,1,0,"2,499",512,NW,$355.95,15/30 Days,5 years old,Terrace,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2525,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Security Guard']"
1007 - 909 Bay St,"$690,000",1,1,1,"2,232",559,E,$469.16,Tbd,19 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-1424,56-65 sqm,"['Security Guard', 'Rec Room', 'Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security System', 'FibreStream Internet', 'Bike Storage', 'Media Room', 'Rooftop Deck']"
1002 - 889 Bay St,"$660,000",1,1,1,"2,266",583,E,$511.20,Vacant,22 years old,Enclosed Balcony,Owned,Forced Air,Underground,Comm Element Condo,Bay St. Corridor,Yes,MTCC-1245,46-56 sqm,"['Concierge', 'Gym', 'Public Transit', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Rec Room']"
3215 - 38 Elm St,"$654,800",1,2,1,"2,664",808,SW,$798.96,Flexible/Tba,30 years old,None,Owned,Forced Air,Underground,Comm Element Condo,Bay St. Corridor,Yes,MTCC-933,74-84 sqm,"['BBQ Permitted', 'Bike Storage', 'Concierge', 'Gym', 'Indoor Pool', 'Visitor Parking', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Meeting Room', 'Party Room', 'Rec Room', 'Rooftop Deck']"
2505 - 750 Bay St,"$690,000",1,1,1,"2,633",715,W,$741.00,2021-10-01 00:,21 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,MTCC-1284,65-74 sqm,"['Concierge', 'Games Room', 'Gym', 'Indoor Pool', 'Rec Room', 'Security Guard', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security System', 'Meeting Room', 'Party Room', 'Visitor Parking']"
2608 - 1080 Bay St,"$830,000",1,1,0,"2,499",512,NW,$355.95,Immed,5 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2525,46-56 sqm,"['Concierge', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Gym', 'Meeting Room', 'Party Room', 'Rooftop Deck', 'Visitor Parking']"
1804 - 37 Grosvenor St,"$660,000",1,1,0,"2,218",502,N,$344.61,30/60 Days,11 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2037,46-56 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Indoor Pool']"
1408 - 44 Gerrard St W,"$490,800",1,1,0,"1,784",505,S,$521.49,30 Days/Tba,31 years old,None,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,MTCC-907,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'BBQ Permitted', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Indoor Pool']"
416 - 633 Bay St,"$640,000",1,2,1,"3,049",996,W,$838.81,Immediate/Tba,34 years old,None,Ensuite,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,MTCC-723,84-93 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Squash Court', 'Visitor Parking', 'Public Transit', 'Parking Garage', 'Sauna', 'Security Guard', 'Security System', 'Guest Suites', 'Meeting Room', 'Party Room']"
1901 - 763 Bay St,"$720,000",1,1,1,"2,658",550,N,$478.35,Tba,14 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-1866,46-56 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Sauna', 'Security Guard', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security System', 'Media Room', 'Rec Room', 'Golf Simulator', 'Beanfield Fibre Available']"
PH1 - 25 Grenville St,"$705,000",1,1,1,"2,420",862,N,$998.59,30 Days/Tba,30 years old,None,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,MTCC-943,74-84 sqm,"['Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Concierge', 'Gym', 'Meeting Room', 'Party Room', 'Rec Room', 'Rooftop Deck']"
2604 - 832 Bay St,"$650,000",1,1,0,"2,099",491,NW,$301.22,Tba,8 years old,None,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2278,0-46 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Visitor Parking', 'Rooftop Deck', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Games Room', 'Rec Room', 'Sauna']"
PH-05 - 15 Grenville St,"$745,000",1,1,0,"2,780",491,N,$331.21,Tbd,5 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-2532,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'BBQ Permitted', 'Guest Suites', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Games Room']"
1007 - 38 Elm St,"$670,000",1,1,1,"2,475",749,E,$745.52,Tba,30 years old,None,NA,Heat Pump,Underground,Condo Apt,Bay St. Corridor,Yes,MTCC-933,65-74 sqm,"['Concierge', 'Gym', 'Games Room', 'Indoor Pool', 'Rooftop Deck', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Meeting Room', 'Party Room', 'Rec Room', 'Visitor Parking']"
3912 - 761 Bay St,"$760,800",1,1,1,"2,872",615,W,$431.30,Immed,13 years old,None,Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,TSCC-1961,56-65 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool', 'Golf Simulator']"
