address,price,num_of_bed,num_of_bath,num_of_parking,tax_2021,actual_size,exposure,maintenance_fees,age_of_building,outdoor_space,locker,heating_type,parking_type,property_type,location_area,ensuite_laundry,corp_num,size_range,amenity_lst,size_range_level,include_party_room,include_meeting_room,include_rooftop_deck,include_visitor_parking,include_security_system,include_security_guard,include_pet_restriction,include_guest_suites,include_concierge,include_gym,include_rec_room,include_media_room,include_public_transit,include_bbq_permitted,include_indoor_pool,num_amenities
2209 - 87 Peter St,469000,Studio,1,0,1329,318,N,187.08,2,Open Balcony,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2700,0-46 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Elevator', 'Guest Suites', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Yoga Studio', 'Beanfield Fibre Available']",0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,18
405 - 55 Stewart St,485000,Studio,1,0,1955,448,S,400.52,11,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2082,0-46 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Rooftop Deck', 'BBQ Permitted', 'Beanfield Fibre Available', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Security System', 'Visitor Parking', 'Security Guard']",0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,13
727 - 560 Front St W,495000,Studio,1,1,1757,435,E,358.39,9,None,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2203,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Games Room']",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,17
905 - 55 Stewart St,500000,Studio,1,0,1955,448,S,376.95,11,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2082,0-46 sqm,"['BBQ Permitted', 'Beanfield Fibre Available', 'Concierge', 'Gym', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Rooftop Deck', 'Security System', 'Visitor Parking', 'Outdoor Pool', 'Security Guard']",0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,13
2710 - 375 King St W,521000,Studio,1,0,1691,410,W,287.78,9,Open Balcony,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2206,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Business Centre (WiFi)', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Beanfield Fibre Available', 'FibreStream Internet', 'Games Room']",0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,15
1810 - 88 Blue Jays Way,490000,Studio,1,0,2051,379,N,354.49,3,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2603,0-46 sqm,"['Gym', 'Pets', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Guest Suites', 'Meeting Room', 'Outdoor Patio', 'Sauna', 'Security Guard', 'FibreStream Internet', 'Outdoor Pool']",0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,14
2403 - 21 Widmer St,485000,Studio,1,0,1805,421,N,330,7,Open Balcony,Owned,Forced Air,NA,Condo Apt,kingwest,Yes,TSCC-2341,0-46 sqm,"['Guest Suites', 'Gym', 'Media Room', 'Sauna', 'Visitor Parking', 'Basketball Court', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Business Centre (WiFi)', 'Concierge', 'Elevator', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Security Guard', 'Security System']",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,22
1003 - 8 Mercer St,505000,Studio,1,0,2015,442,E,246.49,5,Open Balcony,None,Heat Pump,Underground,Condo Apt,kingwest,Yes,TSCC-2460,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'FibreStream Internet']",0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,17
1224 - 1030 King St W,465000,Studio,1,0,1421,382,W,223.92,6,None,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2424,0-46 sqm,"['Concierge', 'Gym', 'Security Guard', 'BBQ Permitted', 'Beanfield Fibre Available', 'Business Centre (WiFi)', 'Elevator', 'Media Room', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Security System', 'Visitor Parking', 'Yoga Studio', 'FibreStream Internet', 'Bike Storage', 'Games Room']",0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,21
1316 - 88 Blue Jays Way,479000,Studio,1,0,2231,NA,N,402.21,3,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2603,0-46 sqm,"['Concierge', 'FibreStream Internet', 'Guest Suites', 'Meeting Room', 'Outdoor Patio', 'Pets', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Visitor Parking', 'Outdoor Pool', 'Bike Storage', 'Gym', 'Party Room']",0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,14
1401 - 576 Front St W,463000,Studio,1,0,1526,NA,N,227.12,1,Open Balcony,None,Fan Coil,Underground,Condo Apt,kingwest,Yes,TSCC-2744,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Coin Laundry', 'Guest Suites', 'Meeting Room', 'Games Room', 'Outdoor Pool']",0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,12
1211 - 88 Blue Jays Way,535000,Studio,1,0,2153,431,S,387.81,3,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2603,0-46 sqm,"['Gym', 'Pets', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Guest Suites', 'Meeting Room', 'Outdoor Patio', 'Sauna', 'Security Guard', 'FibreStream Internet', 'Outdoor Pool']",0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,14
831 - 250 Wellington St W,498888,Studio,1,0,1631,516,N,401.52,17,Juliet Balcony,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-1549,46-56 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Rooftop Deck', 'Sauna', 'Public Transit', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'FibreStream Internet', 'Rec Room', 'Beanfield Fibre Available']",1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,16
303 - 38 Niagara St,425000,Studio,1,0,1491,396,E,259,14,None,Owned,Heat Pump,Underground,Condo Apt,kingwest,Yes,TSCC-1797,0-46 sqm,"['Pets', 'Rooftop Deck', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Elevator', 'Meeting Room', 'Parking Garage', 'Security Guard', 'Security System', 'Beanfield Fibre Available']",0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,13
301W - 27 Bathurst St,445000,Studio,1,0,NA,355,NE,222.53,1,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2758,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Coin Laundry', 'Guest Suites', 'Media Room', 'Meeting Room', 'Games Room', 'Outdoor Pool']",0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,13
# 619E - 576 Front St W,420000,Studio,1,0,NA,NA,W,205.31,1,Enclosed Balcony,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2744,0-46 sqm,"['Concierge', 'Gym', 'Games Room', 'Outdoor Pool', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Coin Laundry', 'Guest Suites', 'Meeting Room', 'Party Room', 'Rooftop Deck']",0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,12
511 - 55 Stewart St W,480000,Studio,1,0,1889,428,W,360.92,10,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2082,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Outdoor Pool']",0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,13
419 E - 576 Front St W,415000,Studio,1,0,NA,NA,W,205.31,1,Open Balcony,None,Other,Underground,Condo Apt,kingwest,Yes,TSCC-2744,0-46 sqm,"['Concierge', 'Gym', 'Games Room', 'Outdoor Pool', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Coin Laundry', 'Guest Suites', 'Meeting Room', 'Party Room', 'Rooftop Deck']",0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,12
2009 - 705 King St W,429000,Studio,1,0,1499,403,S,311.84,35,None,Owned,Fan Coil,Underground,Condo Apt,kingwest,No,MTCC-674,0-46 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Outdoor Pool', 'Squash Court', 'Visitor Parking', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Bike Storage', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Party Room']",0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,17
407 - 8 Charlotte St,495000,Studio,1,1,1877,409,E,370.69,7,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2298,0-46 sqm,"['Gym', 'Outdoor Pool', 'Party Room', 'Visitor Parking', 'Concierge', 'Guest Suites', 'Media Room', 'Meeting Room', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room', 'Rooftop Deck', 'Sauna']",0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,14
PH308 - 87 Peter St,479900,Studio,1,0,1467,318,N,187.08,2,Open Balcony,None,Forced Air,NA,Condo Apt,kingwest,Yes,TSCC-2700,0-46 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Media Room', 'Party Room', 'Public Transit', 'Visitor Parking', 'Elevator', 'Jacuzzi', 'Meeting Room', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Yoga Studio', 'Beanfield Fibre Available', 'Bike Storage']",0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,18
2003 - 8 Mercer St,485000,Studio,1,0,2015,442,E,246.49,5,Open Balcony,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2460,0-46 sqm,"['Beanfield Fibre Available', 'Concierge', 'FibreStream Internet', 'Media Room', 'Meeting Room', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Gym', 'Rec Room']",0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,17
3909 - 115 Blue Jays Way N,449000,Studio,1,0,NA,NA,N,273.44,-,Open Balcony,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2824,0-46 sqm,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4210 - 115 Blue Jays Way,449000,Studio,1,0,NA,NA,N,273.44,0-5,Open Balcony,None,Forced Air,NA,Condo Apt,kingwest,Yes,TSCC-2824,0-46 sqm,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
610 - 700 King St W,815000,1,2,1,2968,922,E,790.96,20,None,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,MTCC-1353,74-84 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'BBQ Permitted']",4,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,15
420 - 27 Bathurst St,590000,1,1,0,2154,545,E,305.72,2,Terrace,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2758,46-56 sqm,"['Bike Storage', 'Concierge', 'Gym', 'Outdoor Pool', 'Rec Room', 'Visitor Parking', 'BBQ Permitted', 'Coin Laundry', 'Games Room', 'Guest Suites', 'Party Room', 'Rooftop Deck']",1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,12
901 - 111 Bathurst St,517000,1,1,0,1553,390,S,221.01,5,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2553,0-46 sqm,"['BBQ Permitted', 'Concierge', 'Guest Suites', 'Media Room', 'Party Room', 'Visitor Parking', 'Beanfield Fibre Available', 'Meeting Room', 'Pet Restriction', 'Rec Room', 'Rooftop Deck', 'Security Guard', 'Security System', 'Bike Storage', 'Gym']",0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,15
602 - 650 King St W,606500,1,1,0,1876,481,W,282.59,9,Open Balcony,Owned,Forced Air,NA,Condo Apt,kingwest,Yes,TSCC-2266,0-46 sqm,"['Beanfield Fibre Available', 'Concierge', 'Gym', 'Outdoor Patio', 'Parking Garage', 'Pets', 'Rooftop Deck', 'Security Guard', 'Security System', 'Visitor Parking', 'Bike Storage', 'Meeting Room', 'Party Room']",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,13
1015 - 629 King St W,630000,1,1,0,2793,533,S,417.91,5,None,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2534,46-56 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Rooftop Deck', 'Media Room', 'Meeting Room', 'Party Room', 'FibreStream Internet']",1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,8
401 - 60 Bathurst St,775000,1,1,1,2560,726,W,412.26,13,Juliet Balcony,Owned,Heat Pump,Underground,Condo Apt,kingwest,Yes,TSCC-1976,65-74 sqm,"['Party Room', 'Rooftop Deck', 'Security System', 'Visitor Parking', 'BBQ Permitted', 'Beanfield Fibre Available', 'Meeting Room', 'Parking Garage', 'Pets']",3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,9
802 - 300 Front St W,638000,1,1,0,2773,582,W,345.11,8,Open Balcony,None,Heat Pump,Underground,Condo Apt,kingwest,Yes,TSCC-2338,46-56 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Visitor Parking', 'BBQ Permitted', 'Jacuzzi', 'Media Room', 'Outdoor Patio', 'Party Room', 'Pets', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Games Room', 'Meeting Room']",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,21
538 - 461 Adelaide St,601000,1,1,0,1986,519,W,387.94,7,Enclosed Balcony,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2376,46-56 sqm,"['BBQ Permitted', 'Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Beanfield Fibre Available', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Security System', 'Visitor Lounge', 'Visitor Parking', 'Outdoor Pool']",1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,16
1602 - 352 Front St W,725000,1,1,1,2383,625,SE,491.17,8,Open Balcony,None,Forced Air,Owned,Condo Apt,kingwest,Yes,TSCC-2346,56-65 sqm,"['BBQ Permitted', 'Concierge', 'Games Room', 'Gym', 'Media Room', 'Party Room', 'Pets', 'Rooftop Deck', 'Public Transit', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Sauna', 'Security Guard', 'Security System', 'Visitor Lounge', 'Beanfield Fibre Coming Soon']",2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,18
801 - 438 King St W,660000,1,1,1,2273,553,E,460.69,15,Open Balcony,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-1810,46-56 sqm,"['Concierge', 'Gym', 'Media Room', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Beanfield Fibre Available', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Sauna', 'Security Guard', 'Security System', 'Games Room']",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,16
1408 - 8 Charlotte St,740000,1,1,1,2627,580,W,562.3,8,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2298,46-56 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Guest Suites', 'Media Room', 'Meeting Room', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room', 'Sauna']",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,14
506 - 25 Stafford St,550000,1,1,0,1894,483,W,327.2,9,Open Balcony,None,Heat Pump,Underground,Condo Apt,kingwest,Yes,TSCC-2225,0-46 sqm,"['BBQ Permitted', 'Party Room', 'Security System', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Visitor Parking']",0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,7
1803 - 87 Peter St,597000,1,1,0,2029,500,W,294.15,2,Open Balcony,None,Forced Air,Underground,Condo Apt,kingwest,Yes,MTCC-270,46-56 sqm,"['Concierge', 'Games Room', 'Gym', 'Rooftop Deck', 'Sauna', 'Public Transit', 'Party Room', 'Visitor Parking', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Rec Room', 'Security Guard', 'Security System', 'Spa', 'Yoga Studio', 'Beanfield Fibre Available', 'Bike Storage', 'Guest Suites', 'Enter Phone System']",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,21
204 - 32 Stewart St,675000,1,1,0,1763,511,N,385.53,17,Terrace,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-1609,46-56 sqm,"['BBQ Permitted', 'Security System', 'Elevator', 'Gym', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pets', 'Public Transit']",1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,9
917 - 55 Stewart St,792500,1,1,1,2932,647,N,571,11,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2082,65-74 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Car Wash', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Outdoor Pool']",3,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,15
508 - 915 King St W,1072000,1,1,0,3846,873,NE,793,18,Terrace,Owned,Radiant,NA,Condo Apt,kingwest,Yes,TSCC-1559,84-93 sqm,"['BBQ Permitted', 'Security System', 'Beanfield Fibre Available', 'Elevator', 'Parking Garage', 'Pet Restriction', 'Public Transit']",5,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,7
309 - 501 Adelaide St W,535000,1,1,0,1845,424,W,356.84,1,Juliet Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2764,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Business Centre (WiFi)', 'Meeting Room', 'Pet Restriction', 'Security System', 'Beanfield Fibre Available', 'Media Room', 'Visitor Parking', 'BBQ Permitted']",0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,12
1411W - 27 Bathurst St,635000,1,1,0,2154,NA,W,353.34,1,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2758,46-56 sqm,"['Bike Storage', 'Concierge', 'Guest Suites', 'Gym', 'Outdoor Pool', 'Rooftop Deck', 'BBQ Permitted', 'Coin Laundry', 'Games Room', 'Party Room', 'Visitor Parking']",1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,11
317 - 576 Front St,507500,1,1,0,2010,NA,N,327.21,2,Juliet Balcony,None,Forced Air,NA,Condo Apt,kingwest,Yes,TSCC-2744,46-56 sqm,"['BBQ Permitted', 'Concierge', 'Games Room', 'Gym', 'Outdoor Pool', 'Rooftop Deck', 'Bike Storage', 'Coin Laundry', 'Guest Suites', 'Party Room', 'Visitor Parking', 'Concierge']",1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,12
412 - 375 King St W,651000,1,1,0,2609,665,NS,464.26,9,Open Balcony,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2206,56-65 sqm,"['BBQ Permitted', 'Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Beanfield Fibre Available', 'FibreStream Internet', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Games Room', 'Rec Room', 'Yoga Studio']",2,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,14
732 - 461 Adelaide St W,750000,1,1,1,2786,641,N,552.94,7,Open Balcony,Owned,Heat Pump,Underground,Condo Apt,kingwest,Yes,TSCC-2376,56-65 sqm,"['BBQ Permitted', 'Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Security Guard', 'Rooftop Deck', 'Beanfield Fibre Available', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Security System', 'Visitor Lounge', 'Visitor Parking']",2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,17
907 - 1030 King St W,638000,1,1,0,2015,545,E,337.42,6,Open Balcony,Owned,Heat Pump,NA,Condo Apt,kingwest,Yes,TSCC-2424,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Business Centre (WiFi)', 'Elevator', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'Yoga Studio', 'Beanfield Fibre Available', 'FibreStream Internet', 'Games Room']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,21
517 - 954 King St W,620000,1,1,1,2400,515,NE,567,21,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,MTCC-1334,46-56 sqm,"['Gym', 'Media Room', 'Security System', 'BBQ Permitted', 'Beanfield Fibre Available', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Security Guard', 'Visitor Parking']",1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,12
322 - 95 Bathurst St,690000,1,1,0,2462,701,NE,374.34,9,Terrace,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2266,65-74 sqm,"['Gym', 'Pets', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Security Guard', 'Security System', 'Beanfield Fibre Available']",3,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,13
3502 - 224 King St W,647500,1,1,0,1974,450,N,331.41,6,Terrace,None,Forced Air,NA,Condo Apt,kingwest,Yes,TSCC-2489,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Meeting Room', 'Outdoor Patio', 'Pet Restriction', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'FibreStream Internet', 'Outdoor Pool']",0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,15
219 - 20 Blue Jays Way,580000,1,1,0,2273,710,S,518.78,14,None,Owned,Forced Air,NA,Condo Apt,kingwest,Yes,TSCC-1851,65-74 sqm,"['BBQ Permitted', 'Concierge', 'Gym', 'Rooftop Deck', 'Security Guard', 'Visitor Parking', 'FibreStream Internet', 'Media Room', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Sauna', 'Security System', 'Indoor Pool', 'Rec Room', 'Beanfield Fibre Available']",3,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,17
501 - 36 Charlotte St,652000,1,1,0,2053,665,W,572.11,19,Open Balcony,None,Forced Air,NA,Condo Apt,kingwest,Yes,TSCC-1458,56-65 sqm,"['BBQ Permitted', 'Bike Storage', 'Gym', 'Party Room', 'Visitor Parking', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rooftop Deck', 'Security System']",2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,12
3007 - 21 Widmer St,660000,1,1,0,2447,585,E,483.5,7,Open Balcony,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2341,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Basketball Court', 'BBQ Permitted', 'Bike Storage', 'Business Centre (WiFi)', 'Elevator', 'Guest Suites', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,22
418 - 1000 King St W,625000,1,1,1,1839,546,N,357.75,19,Open Balcony,NA,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-1457,46-56 sqm,"['Gym', 'Media Room', 'Party Room', 'Security System', 'Visitor Parking', 'Beanfield Fibre Available', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pets', 'Public Transit']",1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,11
406 - 550 Front St W,562000,1,1,0,1699,537,S,328.14,20,Open Balcony,None,Forced Air,Underground,Condo Apt,kingwest,Yes,MTCC-1371,46-56 sqm,"['Pets', 'Public Transit', 'BBQ Permitted', 'Parking Garage', 'Security Guard', 'Security System']",1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,6
218 - 95 Bathurst St,751000,1,1,0,2564,711,S,390.39,9,Terrace,Owned,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2266,65-74 sqm,"['BBQ Permitted', 'Concierge', 'Gym', 'Rooftop Deck', 'Security System', 'Visitor Parking', 'Beanfield Fibre Available', 'Outdoor Patio', 'Parking Garage', 'Pets', 'Security Guard', 'Bike Storage', 'Meeting Room', 'Party Room']",3,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,14
601 - 352 Front St,565000,1,1,0,1931,565,N,391.31,8,Open Balcony,None,Forced Air,Underground,Condo Apt,kingwest,Yes,TSCC-2345,46-56 sqm,"['Gym', 'Pets', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Sauna', 'Security Guard', 'Security System', 'Visitor Lounge', 'Beanfield Fibre Coming Soon', 'Games Room']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,18
